station_name,id,station_id,latitude,longitude,capacity
Oriole Ave & Irving Park Rd,24333,1988925731902098196,41.95224,-87.81697,12
Sacramento Blvd & Franklin Blvd,KA1504000113,a3aca268-a135-11e9-9cda-0a87ae2ba916,41.89046879243862,-87.70260751247406,11
Halsted St & 104th St,20125,22afe78c-e8f7-4a80-969e-7ddeafdf49da,41.70513978893236,-87.6424241065979,15
Burnham Harbor,15545,a3a378ca-a135-11e9-9cda-0a87ae2ba916,41.85741178707404,-87.61379152536392,23
Sedgwick St & Webster Ave,13191,a3a61a0b-a135-11e9-9cda-0a87ae2ba916,41.922167,-87.638888,15
Dodge Ave & Church St,600,a3b2f698-a135-11e9-9cda-0a87ae2ba916,42.048308,-87.698224,15
Loomis St & 89th St,20102,87d2a090-22cd-471b-b622-fef3923999dd,41.73237975329554,-87.65806943178177,15
Harlem Ave & Grace St,21325,1962566135789175644,41.94894,-87.80683,15
Long Ave & North Ave,21375,1927677528601722888,41.9092147,-87.7609189,15
Dorchester Ave & 49th St,KA1503000069,a3ad5c90-a135-11e9-9cda-0a87ae2ba916,41.805772,-87.592464,15
Racine Ave & Wrightwood Ave,TA1309000059,a3ab8bee-a135-11e9-9cda-0a87ae2ba916,41.928887,-87.658971,15
Wentworth Ave & Cermak Rd,13075,a3a5a48b-a135-11e9-9cda-0a87ae2ba916,41.85308455741279,-87.63193130493164,19
Major Ave & Addison St,23166,1929121887488481484,41.9458348,-87.7691848,11
Wabash Ave & Roosevelt Rd,TA1305000002,a3a49288-a135-11e9-9cda-0a87ae2ba916,41.867227,-87.625961,23
Halsted St & 47th Pl,KA1503000051,a3ad42c3-a135-11e9-9cda-0a87ae2ba916,41.80813391481,-87.6456165545,11
Mason Ave & Grand Ave,1523185.1,1930641272056945296,41.9204347,-87.7743901,15
Kedzie Ave & Archer Ave,24243,1945178760530424534,41.81447,-87.70411,15
Homan Ave & 77th St,24135,1945195755748241796,41.75374,-87.70751,15
Halsted St & 111th St,20127,a77136ee-060b-433b-88d0-ec74af1ef7ad,41.69226255589166,-87.64261186122894,15
Kosciuszko Park,15643,a3b00055-a135-11e9-9cda-0a87ae2ba916,41.93058537138,-87.7237773635,15
St. Clair St & Erie St,13016,a3a7dc8c-a135-11e9-9cda-0a87ae2ba916,41.89434513742426,-87.62279838323593,19
Adler Planetarium,13431,a3ab812d-a135-11e9-9cda-0a87ae2ba916,41.866095,-87.607267,39
Wacker Dr & Washington St,KA1503000072,a3a3bc53-a135-11e9-9cda-0a87ae2ba916,41.88314336439022,-87.63724207878113,15
Central Ave & Lake St,16905,a3b11993-a135-11e9-9cda-0a87ae2ba916,41.887664,-87.765469,11
Halsted St & 63rd St,KA1503000055,a3acd5b1-a135-11e9-9cda-0a87ae2ba916,41.77938114228,-87.6446208145,11
Aberdeen St & 103rd St,24425,2014856134756363200,41.70704,-87.65022,16
California Ave & Milwaukee Ave,13084,a3a5b496-a135-11e9-9cda-0a87ae2ba916,41.922695,-87.697153,15
Yates Blvd & 93rd St,20237,1e7e4cf3-a16b-4cb7-9ead-fdd71e07ea77,41.726166390245105,-87.5662761926651,15
Racine Ave & Washington Blvd,654,a3b4728f-a135-11e9-9cda-0a87ae2ba916,41.883073,-87.656952,11
Clark St & Lake St,KA1503000012,a3a42574-a135-11e9-9cda-0a87ae2ba916,41.88602082773,-87.6308760584,35
Budlong Woods Library,15585,a3af624c-a135-11e9-9cda-0a87ae2ba916,41.98366470886,-87.6964225611,11
Vincennes Ave & 79th St,24352,1966306862968688728,41.7506,-87.63409,15
Burnham Greenway & 105th St,20222,c1f104db-9ee7-4999-bd4a-ddd766c75e04,41.7045750872071,-87.52823173999786,11
Kedzie Ave & Roosevelt Rd,15682,a3adbedf-a135-11e9-9cda-0a87ae2ba916,41.86649278172,-87.7064961757,11
Damen Ave & 77th St,24132,1943240055911940522,41.75420305676257,-87.67322449999999,15
Damen Ave & Division St,13136,a3a5d8db-a135-11e9-9cda-0a87ae2ba916,41.903266,-87.678435,19
DuSable Museum,KA1503000075,a3ad7b51-a135-11e9-9cda-0a87ae2ba916,41.79156801058,-87.6078521774,11
Dauphin Ave & 87th St,20116,625e37ea-24ea-4f13-9a54-6322466ec521,41.73648,-87.601252,15
Canal St & Jackson Blvd,13138,a3a4d069-a135-11e9-9cda-0a87ae2ba916,41.878125,-87.639968,31
Rainbow - Beach,KA1503000049.1,1870208802121658482,41.75787144829,-87.54938625,15
Farragut Ave & Central Ave,24476,2020810253003180058,41.97666,-87.76823,16
Bosworth Ave & Howard St,16806,a3b0eb93-a135-11e9-9cda-0a87ae2ba916,42.019537,-87.669563,11
South Chicago Ave & 83rd St,588,a3b2b92c-a135-11e9-9cda-0a87ae2ba916,41.743921,-87.575225,11
Keystone Ave & Fullerton Ave,16010,a3b35885-a135-11e9-9cda-0a87ae2ba916,41.92459,-87.72785,11
Sacramento Ave & 51st St,24263,1989627762882635936,41.80068,-87.69895,16
Newcastle Ave & Irving Park Rd,24335,1981474194261928388,41.95256,-87.79755,16
Michigan Ave & 71st St,651,61695579-2f75-4090-a071-c76079b5fb5d,41.765286,-87.621748,7
Wabash Ave & Adams St,KA1503000015,a3a42a93-a135-11e9-9cda-0a87ae2ba916,41.87947235235,-87.6256886059,23
LaSalle Dr & Huron St,KP1705001026,a3b3820c-a135-11e9-9cda-0a87ae2ba916,41.894877,-87.632326,19
Greenwood Ave & 91st St,20235,c4040b17-88bd-40ab-9aae-2655d6771580,41.728264268162725,-87.59729862213135,15
California Ave & Byron St,15628,a3afc347-a135-11e9-9cda-0a87ae2ba916,41.95216219326,-87.698051113,19
Long Ave & Belmont Ave,21317,1936582264492460636,41.93833,-87.76166,15
Kedzie Ave & Lake St,KA1504000106,a3acacbc-a135-11e9-9cda-0a87ae2ba916,41.88460328501,-87.7063037436,15
Altgeld Gardens,20212,6fd280b0-74de-4a89-947d-3be40afa079c,41.656665529673724,-87.59880065917969,15
Kedzie Ave & 66th Pl,23143,1859717449875884116,41.772584,-87.703007,15
University Ave & 65th St,24376,1965904499533560722,41.77694,-87.59842,11
Cornell Ave & Hyde Park Blvd,KA1503000007,a3ad61c2-a135-11e9-9cda-0a87ae2ba916,41.802406,-87.586924,19
Morgan St & 18th St,13163,a3a3a7b4-a135-11e9-9cda-0a87ae2ba916,41.858086,-87.651073,15
Southport Ave & Wrightwood Ave,TA1307000113,a3a771c2-a135-11e9-9cda-0a87ae2ba916,41.928773,-87.663913,16
Sacramento Ave & Lunt Ave,24149,1936566008041245278,42.0082,-87.70461,11
Archer Ave & Homan Ave,24246,1939906971867155378,41.81153,-87.70885,15
Narragansett Ave & North Ave,24308,2012672652900879218,41.9095,-87.78491,12
California Ave & Cortez St,17660,a3b3686c-a135-11e9-9cda-0a87ae2ba916,41.900363,-87.696704,15
Western Ave & 79th St,23131,1871991855517771832,41.750843,-87.682701,15
Vernon Ave & 75th St,571,a3b26084-a135-11e9-9cda-0a87ae2ba916,41.758361,-87.614138,11
Central Ave & Altgeld St,23182,1932496568454183892,41.9258119,-87.7663685,15
St Louis Ave & Foster Ave,23112,1926982189560422428,41.9759837,-87.7159844,15
Lake Park Ave & 35th St,KA1503000004,a3ad2843-a135-11e9-9cda-0a87ae2ba916,41.83127423549,-87.6087991946,19
Torrence Ave & 106th St,20221,14d6e4b0-d0cc-4ccb-b757-e596d8c24a99,41.702800850225906,-87.55972623825073,15
Franklin St & Lake St,TA1307000111,a3a6f7a5-a135-11e9-9cda-0a87ae2ba916,41.885837,-87.6355,35
Sheridan Rd & Noyes St (NU),604,a3b30b06-a135-11e9-9cda-0a87ae2ba916,42.058239,-87.677432,15
Ashland Ave & 50th St,16940,a3b20e8a-a135-11e9-9cda-0a87ae2ba916,41.803023,-87.664699,11
Clark St & Newport St,632,a3b3968b-a135-11e9-9cda-0a87ae2ba916,41.94454,-87.654678,15
Damen Ave & Charleston St,13288,a3aa5ed1-a135-11e9-9cda-0a87ae2ba916,41.920082,-87.677855,11
Wentworth Ave & 33rd St,15445,a3ad1e12-a135-11e9-9cda-0a87ae2ba916,41.83452988563,-87.6318229814,15
California Ave & North Ave,13258,a3a9acc5-a135-11e9-9cda-0a87ae2ba916,41.910044,-87.697167,11
Eastlake Ter & Howard St,523,a3b0f0b6-a135-11e9-9cda-0a87ae2ba916,42.01920250193227,-87.66430288553238,15
Dearborn St & Monroe St,TA1305000006,a3a45e3b-a135-11e9-9cda-0a87ae2ba916,41.881319815,-87.6295209193,39
Portage Park,24363,2008158642964226604,41.95607,-87.76472,16
Federal St & Polk St,SL-008,a3a434ce-a135-11e9-9cda-0a87ae2ba916,41.87207763285,-87.6295437729,19
Ashland Ave & 13th St,13354,a3a9a778-a135-11e9-9cda-0a87ae2ba916,41.865234,-87.666507,15
Merrimac Park,21323,1958860355622110046,41.95261,-87.78535,15
Rush St & Superior St,15530,a3a6e866-a135-11e9-9cda-0a87ae2ba916,41.89576474564,-87.6259080327,23
Lawndale Ave & 59th St,24279,1984470891045347604,41.78638,-87.7157,16
Marmora Ave & Belmont Ave,23170,1890603435601779460,41.9382897,-87.7737692,15
Ashland Ave & McDowell Ave,16937,a3b1ff34-a135-11e9-9cda-0a87ae2ba916,41.809719,-87.663477,11
Western Ave & 111th St,20205,b43a9764-2b1d-4fa0-a13f-7e05eddc7fcd,41.691211034981045,-87.68129736185074,23
Halsted St & 78th St,20233,c3f1be96-07c2-4c65-8a1d-f2203de88495,41.75248701249013,-87.6439021574879,15
Seeley Ave & Garfield Blvd,557,a3b218cd-a135-11e9-9cda-0a87ae2ba916,41.794087,-87.675478,11
Lincoln Ave & Diversey Pkwy,TA1307000064,a3a64639-a135-11e9-9cda-0a87ae2ba916,41.932225,-87.658617,15
Clybourn Ave & Division St,TA1307000115,a3a6054c-a135-11e9-9cda-0a87ae2ba916,41.904613,-87.640552,15
Wood St & 84th St,23124,1863873701095594368,41.741192,-87.668106,15
Morgan St & Pershing Rd,16933,a3b1eaa7-a135-11e9-9cda-0a87ae2ba916,41.823613,-87.650931,7
Loomis St & Archer Ave,KA1503000040,a3ac7978-a135-11e9-9cda-0a87ae2ba916,41.84163253965,-87.6574349533,11
Overhill Ave & Belmont Ave,24322,1982154088199745678,41.93799,-87.81915,16
McCormick Blvd & Devon Ave,23101,1861588043429399408,41.997136,-87.711217,11
Rockwell St & 47th St,24250,1989626448622643348,41.80853,-87.68942,15
Rockwell St & Eastwood Ave,KA1504000093,a3af956e-a135-11e9-9cda-0a87ae2ba916,41.96590013976,-87.6936384935,15
Damen Ave & 87th St,23121,1872721263815561908,41.736044,-87.672861,15
Damen Ave & 81st St,23120,1863873159929715228,41.746534,-87.673055,15
Greenview Ave & Diversey Pkwy,13294,a3aa91f4-a135-11e9-9cda-0a87ae2ba916,41.93258963429789,-87.66593635082245,15
Kedzie Ave & 73rd St,23136,1869052846885132442,41.760703,-87.702292,15
Michigan Ave & 114th St,20243,a065d29d-a081-47f4-8d0f-9a572f6085fe,41.68701479467118,-87.62105226516724,15
Canal St & Adams St,13011,a3a77c8d-a135-11e9-9cda-0a87ae2ba916,41.879255,-87.639904,47
Wallace St & Pershing Rd,24338,1990029911253170300,41.82339,-87.64118,16
Karlov Ave & Lawrence Ave,23107,1867617341378224632,41.967947,-87.730409,15
Ravenswood Ave & Berteau Ave,TA1309000018,a3aa7373-a135-11e9-9cda-0a87ae2ba916,41.957921,-87.673567,15
Michigan Ave & Lake St,TA1305000011,a3a46e71-a135-11e9-9cda-0a87ae2ba916,41.886022,-87.624398,35
Jefferson St & Monroe St,WL-011,a3a4c618-a135-11e9-9cda-0a87ae2ba916,41.880329633634624,-87.64274597167967,19
Central Park Ave & North Ave,15652,a3b02ef1-a135-11e9-9cda-0a87ae2ba916,41.90965687563,-87.7166319516,15
South Shore Dr & 67th St,KA1503000029,a3ac4548-a135-11e9-9cda-0a87ae2ba916,41.773643,-87.567514,15
Streeter Dr & Grand Ave,13022,a3a41526-a135-11e9-9cda-0a87ae2ba916,41.892278,-87.612043,43
Stony Island Ave & South Chicago Ave,577,a3b2810e-a135-11e9-9cda-0a87ae2ba916,41.751173,-87.585337,11
California Ave & Madison St,24212,1958859209051740602,41.88098,-87.69598,15
Leavitt St/North Ave,PI00003,1866477298337982542,41.910077,-87.682306,4
Normal Ave & Archer Ave,TA1308000014,a3a7d279-a135-11e9-9cda-0a87ae2ba916,41.849527,-87.640591,11
Central Park Ave & 24th St,15687,a3add889-a135-11e9-9cda-0a87ae2ba916,41.8481,-87.715068,11
Laramie Ave & Irving Park Rd,23163,1929121088624564460,41.9533354,-87.7583844,15
Larrabee St & Webster Ave,13193,a3a62025-a135-11e9-9cda-0a87ae2ba916,41.921822,-87.64414,19
University Library (NU),605,a3b310ac-a135-11e9-9cda-0a87ae2ba916,42.052939,-87.673447,15
Kedzie Ave & 48th Pl,21382,1934290131858180982,41.804758123768394,-87.70421936879356,15
Calumet Park,20224,391d5cd8-c87c-42f8-94df-823f94284005,41.71370983035615,-87.53084421157837,15
Halsted St & 93rd St,24356,2014856357079685426,41.72489,-87.64358,16
State St & 79th St,573,a3b26acf-a135-11e9-9cda-0a87ae2ba916,41.750794,-87.624424,11
Eggleston Ave & 69th St,650,a3b45e26-a135-11e9-9cda-0a87ae2ba916,41.768898,-87.635876,11
Albany Ave & Bloomingdale Ave,15655,a3b0bd42-a135-11e9-9cda-0a87ae2ba916,41.91402671273,-87.705126462,15
Walsh Park,18067,a3b38728-a135-11e9-9cda-0a87ae2ba916,41.91461,-87.667968,23
Ridge Blvd & Touhy Ave,RP-006,a3af5804-a135-11e9-9cda-0a87ae2ba916,42.01213227742,-87.6829126443,11
Halsted St & Dickens Ave,13192,a3a8224f-a135-11e9-9cda-0a87ae2ba916,41.919936,-87.64883,20
Clark St & North Ave,13128,a3a5c440-a135-11e9-9cda-0a87ae2ba916,41.911974,-87.631942,15
Carpenter St & 63rd St,18025,a3b453f2-a135-11e9-9cda-0a87ae2ba916,41.77987,-87.650919,7
Broadway & Argyle St,13108,a3aa10ca-a135-11e9-9cda-0a87ae2ba916,41.97423,-87.6597735,19
Paulina St & Howard St,515,a3b0d1d5-a135-11e9-9cda-0a87ae2ba916,42.019159,-87.673573,19
Sedgwick St & North Ave,TA1307000038,a3a59915-a135-11e9-9cda-0a87ae2ba916,41.910983,-87.638525,19
South Shore Dr & 71st St,KA1503000002,a3a39d55-a135-11e9-9cda-0a87ae2ba916,41.7664094567,-87.5656875719,15
DuSable Lake Shore Dr & Monroe St,13300,a3a4d588-a135-11e9-9cda-0a87ae2ba916,41.880958,-87.616743,39
Racine Ave & Randolph St,13155,a3a503e5-a135-11e9-9cda-0a87ae2ba916,41.884081224846845,-87.65692072930314,19
State St & Kinzie St,13050,a3a453fa-a135-11e9-9cda-0a87ae2ba916,41.889375466631684,-87.62707650661469,31
Marquette Ave & 89th St,20239,6849c4e2-cffa-432b-8d83-5c0524594b4f,41.733668790714724,-87.55834221839905,15
Greenview Ave & Jarvis Ave,520,a3b0e657-a135-11e9-9cda-0a87ae2ba916,42.015962,-87.66857,19
Elizabeth St & Randolph St,23001,1775509322900183222,41.884336,-87.658902,11
State St & Harrison St,SL-007,a3a37e26-a135-11e9-9cda-0a87ae2ba916,41.874053,-87.627716,23
Central Park Ave & Bloomingdale Ave,18017,a3b42f5f-a135-11e9-9cda-0a87ae2ba916,41.914166,-87.716755,11
Chicago Ave & Washington St,E002,a3b2e72c-a135-11e9-9cda-0a87ae2ba916,42.032562,-87.679101,15
Kedzie Ave & 21st St,15686,a3add365-a135-11e9-9cda-0a87ae2ba916,41.85353363213,-87.7050730318,11
Central Park Ave & Washington Blvd,23210,1929934715947649384,41.8827476,-87.7153994,15
Cicero Ave & Quincy St,16913,a3b143aa-a135-11e9-9cda-0a87ae2ba916,41.877613,-87.745405,11
Harding Ave & Division St,24203,1932130426977611818,41.9023453,-87.7250744,15
Oglesby Ave & 100th St,20226,4b4b0d88-80e0-4ef9-a8d1-cdd6a16722f9,41.713397484422444,-87.56584167480469,15
Eggleston Ave & 92nd St,20118,bc4d498d-c272-4474-beca-10e5268e7253,41.727575659299575,-87.63482809066771,15
Leavitt St & Belmont Ave,KA17018068,a3b4a579-a135-11e9-9cda-0a87ae2ba916,41.939354,-87.683282,15
Damen Ave & Clybourn Ave,13271,a3a6f2a2-a135-11e9-9cda-0a87ae2ba916,41.931931,-87.677856,15
Sheffield Ave & Wellington Ave,TA1307000052,a3a589b9-a135-11e9-9cda-0a87ae2ba916,41.9362534831413,-87.65266209840775,23
Franklin St & Monroe St,TA1309000007,a3a9e44a-a135-11e9-9cda-0a87ae2ba916,41.880317,-87.635185,31
Harding Ave & 26th St,21332,1932441844638063332,41.844218,-87.723347,15
Western Ave & Congress Pkwy,15668,a3acbc0b-a135-11e9-9cda-0a87ae2ba916,41.87474885079,-87.6864452757,19
Halsted St & Archer Ave,TA1308000013,a3a7c341-a135-11e9-9cda-0a87ae2ba916,41.847203,-87.646795,15
Kildare Ave & North Ave,23192,1927695368784189454,41.9095392,-87.7338518,15
Commercial Ave & 83rd St,TA1309000051,a3b2956a-a135-11e9-9cda-0a87ae2ba916,41.744615,-87.551208,11
Ashland Ave & 78th St,20234,bbf9b599-1873-4133-b670-a0ef9e5c429c,41.75220484941116,-87.66369938850403,15
Austin Blvd & Chicago Ave,16921,a3b0f5c9-a135-11e9-9cda-0a87ae2ba916,41.894887,-87.774704,7
Larrabee St & Armitage Ave,TA1309000006,a3a9ecff-a135-11e9-9cda-0a87ae2ba916,41.918084,-87.643749,15
Narragansett Ave & Wrightwood Ave,21314,1945087711550943880,41.92729,-87.78523,15
Michigan Ave & Jackson Blvd,TA1309000002,a3a9d529-a135-11e9-9cda-0a87ae2ba916,41.8777679,-87.624164,23
Lavergne Ave & Fullerton Ave,21356,1869036027793202092,41.924034,-87.751191,15
Lincoln Park Conservatory,LP-,9e1fbaaa-e872-4505-ada6-5080e62bef77,41.92393131136619,-87.63582453131676,31
Clark St & 9th St (AMLI),SL-009,a3acef62-a135-11e9-9cda-0a87ae2ba916,41.870816,-87.631246,15
Racine Ave & Congress Pkwy,TA1306000025,a3a405a1-a135-11e9-9cda-0a87ae2ba916,41.87464,-87.65703,19
Throop St & Taylor St,13139,a3a3c174-a135-11e9-9cda-0a87ae2ba916,41.868968,-87.659141,15
Harding Ave & Chicago Ave,24207,1936566487749193740,41.895313,-87.724738,15
Wellington Ave & Mulligan Ave,21351,1942118282074374350,41.93473,-87.78436,15
Wolcott (Ravenswood) Ave & Montrose Ave,TA1307000144,a3a85eda-a135-11e9-9cda-0a87ae2ba916,41.961406,-87.676169,15
Halsted St & 83rd St,24353,2014485295161274488,41.74307,-87.6437,16
Artesian Ave & 55th St,21345,1936560699993133354,41.79402,-87.68577,15
Canal St & Taylor St,15550,a3ad523f-a135-11e9-9cda-0a87ae2ba916,41.870257,-87.639474,15
Halsted St & 35th St,TA1308000043,a3a9bbf0-a135-11e9-9cda-0a87ae2ba916,41.830661,-87.647172,15
Lamon Ave & 47th St,24253,1951050538021341810,41.80781,-87.74569,11
Kildare Ave & Chicago Ave,21371,1928795714838393816,41.8954357,-87.7334818,15
Prairie Ave & Garfield Blvd,TA1307000160,a3a7b936-a135-11e9-9cda-0a87ae2ba916,41.794853,-87.618691,11
Mies van der Rohe Way & Chicago Ave,13338,a3a7258b-a135-11e9-9cda-0a87ae2ba916,41.896944626370825,-87.62175768613815,15
Pulaski Rd & Eddy St,KA1504000141,a3afc858-a135-11e9-9cda-0a87ae2ba916,41.946264,-87.731023,11
Kilpatrick Ave & Grand Ave,21374,1863878044896486356,41.912732,-87.743636,15
Kingsbury St & Kinzie St,KA1503000043,a3a5eb69-a135-11e9-9cda-0a87ae2ba916,41.88917683258,-87.6385057718,31
DuSable Lake Shore Dr & Diversey Pkwy,TA1309000039,a3aac4f9-a135-11e9-9cda-0a87ae2ba916,41.932588,-87.636427,23
Broadway & Granville Ave,15571,a3af1767-a135-11e9-9cda-0a87ae2ba916,41.9947796884,-87.6602845349,23
Desplaines St & Kinzie St,TA1306000003,a3a482fb-a135-11e9-9cda-0a87ae2ba916,41.888716036,-87.6444478533,27
Western Ave & Fillmore St,644,a3b43eb7-a135-11e9-9cda-0a87ae2ba916,41.868563,-87.686234,11
Springfield Ave & 71st St,23137,1861594737501366386,41.764484,-87.720028,15
State St & 29th St,13213,a3a781a6-a135-11e9-9cda-0a87ae2ba916,41.841707,-87.626938,11
Kedzie Ave & Bryn Mawr Ave,KA1504000167,a3afe6ed-a135-11e9-9cda-0a87ae2ba916,41.98222975911517,-87.70888656377792,15
Ashland Ave & Chicago Ave,13247,a3ac2b9c-a135-11e9-9cda-0a87ae2ba916,41.89595435734305,-87.6677280664444,15
Wood St & Hubbard St,13432,a3a9da3b-a135-11e9-9cda-0a87ae2ba916,41.889715,-87.671966,19
Sheridan Rd & Irving Park Rd,13063,a3a86c05-a135-11e9-9cda-0a87ae2ba916,41.954245,-87.654406,27
Central Park Ave & Douglas Blvd,21329,1936560950769470316,41.86235,-87.71587,15
Narragansett Ave & Montrose Ave,24364,1978529864027224986,41.959978,-87.786928,16
Paulina St & 18th St,TA1307000159,a3a7be40-a135-11e9-9cda-0a87ae2ba916,41.857901,-87.668745,15
MLK Jr Dr & 47th St,TA1308000007,a3a7a4fc-a135-11e9-9cda-0a87ae2ba916,41.809851,-87.616279,11
Racine Ave & 15th St,13304,a3a9a24f-a135-11e9-9cda-0a87ae2ba916,41.861267,-87.656625,15
Monitor Ave & Division St,24199,1942112671760511044,41.90192,-87.77178,15
Kenosha Ave & Wellington Ave,21361,1861997616150114834,41.934457,-87.733795,15
Manor Ave & Leland Ave,KA1504000127,a3af9064-a135-11e9-9cda-0a87ae2ba916,41.965875,-87.700825,11
Millennium Park,13008,a3a50ec8-a135-11e9-9cda-0a87ae2ba916,41.8810317,-87.62408432,47
Phillips Ave & 79th St,579,a3b28b4a-a135-11e9-9cda-0a87ae2ba916,41.75182,-87.565211,11
California Ave & Altgeld St,15646,a3b0104c-a135-11e9-9cda-0a87ae2ba916,41.92669,-87.697668,15
Clarendon Ave & Gordon Ter,13379,a3aa692e-a135-11e9-9cda-0a87ae2ba916,41.95786652415174,-87.64950513839722,15
Albany Ave & Montrose Ave,15621,a3af9f99-a135-11e9-9cda-0a87ae2ba916,41.961041,-87.705866,11
Wentworth Ave & 92nd St,24362,1978164755330913194,41.72714,-87.62886,15
Western Ave & 104th St,20123,0f9b826b-8885-4c25-96fd-9e2c2074c34e,41.70458710218908,-87.68120348453522,14
California Ave & 23rd Pl,15689,a3ade2c3-a135-11e9-9cda-0a87ae2ba916,41.84910969176,-87.6951398068,11
Stetson Ave & South Water St,TA1308000029,a3a974e1-a135-11e9-9cda-0a87ae2ba916,41.886835,-87.62232,19
Kenneth Ave & Lawrence Ave,23106,1867227665093179888,41.967943,-87.739983,15
Central Park Ave & Ogden Ave,15685,a3adce47-a135-11e9-9cda-0a87ae2ba916,41.854063503874464,-87.71511733531952,15
Wabash Ave & 59th St,24375,1968516035938026380,41.78715,-87.62395,15
Commercial Ave & 100th St,20225,2f5957e4-e83a-4d5a-b073-ec9422989315,41.71331739547703,-87.55109757184982,15
Lake Park Ave & 53rd St,KA1503000059,a3ad6c01-a135-11e9-9cda-0a87ae2ba916,41.79949429373,-87.5864498959,15
Conservatory Dr & Lake St,518,a3b0dc1f-a135-11e9-9cda-0a87ae2ba916,41.885502,-87.716866,11
Kildare Ave & Montrose Ave,KA1706005015,a3b38c3f-a135-11e9-9cda-0a87ae2ba916,41.96108,-87.73569,15
DuSable Lake Shore Dr & Wellington Ave,TA1307000041,a3a6d371-a135-11e9-9cda-0a87ae2ba916,41.9366884494997,-87.63682901859283,15
Lamon Ave & Chicago Ave,24205,1931391724317609988,41.8950179,-87.7484986,15
Michigan Ave & Pearson St,13034,a3a3e158-a135-11e9-9cda-0a87ae2ba916,41.89766,-87.62351,23
Pershing Rd & Sacramento Ave,21339,1934289552037596050,41.8223772681012,-87.69975413003766,15
Tripp Ave & 31st St,21368,1934009488956756950,41.836966,-87.730502,15
Wilton Ave & Belmont Ave,TA1307000134,a3a593fc-a135-11e9-9cda-0a87ae2ba916,41.940231918108594,-87.65294373035431,27
Cottage Grove Ave & 67th St,KA1503000031,a3ada002-a135-11e9-9cda-0a87ae2ba916,41.77372095205,-87.60563486,11
Eberhart Ave & 131st St,20211,ce334dea-c5ba-45ca-a52d-39dc161683b0,41.658413151101065,-87.61071089698817,15
Sangamon St & Lake St,TA1306000015,a3a4bbba-a135-11e9-9cda-0a87ae2ba916,41.88577925240433,-87.65102460980414,23
Komensky Ave & 47th St,24255,1958859802548216454,41.80769,-87.72472,15
Monticello Ave & Chicago Ave,21301,1932128180709716638,41.8952089,-87.7174329,11
Mango Ave & North Ave,24196,1932113567217736592,41.90958,-87.7691175,15
MLK Jr Dr & 63rd St,KA1503000053,a3ada52f-a135-11e9-9cda-0a87ae2ba916,41.78008063659,-87.6159428567,11
Maplewood Ave & Peterson Ave,KA1504000130,a3af1cec-a135-11e9-9cda-0a87ae2ba916,41.99023602867,-87.6933696402,11
State St & Pearson St,TA1307000061,a3a55b3e-a135-11e9-9cda-0a87ae2ba916,41.897448,-87.628722,27
Granville Ave & Pulaski Rd,24156,1932836901177930130,41.9924402,-87.7289072,11
Wabash Ave & 16th St,SL-012,a3a4c0df-a135-11e9-9cda-0a87ae2ba916,41.860384,-87.625813,39
Clinton St & Jackson Blvd,638,a3b41f78-a135-11e9-9cda-0a87ae2ba916,41.878316611830684,-87.64098107814789,31
Wabash Ave & 9th St,TA1309000010,a3aa9c65-a135-11e9-9cda-0a87ae2ba916,41.870769,-87.625734,19
Columbus Dr & Randolph St,13263,a3a78bc0-a135-11e9-9cda-0a87ae2ba916,41.884728,-87.619521,55
Yates Blvd & 75th St,KA1503000024,a3acfa38-a135-11e9-9cda-0a87ae2ba916,41.758768,-87.56644,11
LaSalle St & Washington St,13006,a3a53843-a135-11e9-9cda-0a87ae2ba916,41.882664,-87.63253,15
California Ave & 71st St,23140,1861589903150238332,41.764748,-87.693121,15
Ashland Ave & Blackhawk St,13224,a3aad940-a135-11e9-9cda-0a87ae2ba916,41.907066,-87.667252,15
Harlem Ave & Irving Park Rd,21326,1945088454548058244,41.95326,-87.80714,15
Ashland Ave & 74th St,20245,6997d1fb-9887-4c15-b5db-524d45a2f101,41.75923602425868,-87.66347408294678,15
Warren Park West,RP-001,a3ae82e0-a135-11e9-9cda-0a87ae2ba916,42.001785,-87.688829,11
Lakefront Trail & Wilson Ave,639,a3b424f6-a135-11e9-9cda-0a87ae2ba916,41.9668559,-87.6430926,15
Damen Ave & Foster Ave,KA1504000149,a3af4b26-a135-11e9-9cda-0a87ae2ba916,41.9758109755749,-87.67950989857908,15
Jeffery Blvd & 71st St,KA1503000018,a3a3983e-a135-11e9-9cda-0a87ae2ba916,41.76663823695,-87.5764501141,11
May St & Taylor St,13160,a3a3d1b8-a135-11e9-9cda-0a87ae2ba916,41.8696317,-87.6542494,16
State St & Van Buren St,TA1305000035,a3a40ad8-a135-11e9-9cda-0a87ae2ba916,41.877181,-87.627844,27
Racine Ave & Belmont Ave,TA1308000019,a3a8275e-a135-11e9-9cda-0a87ae2ba916,41.939743,-87.658865,15
Wells St & Hubbard St,TA1307000151,a3a7e19b-a135-11e9-9cda-0a87ae2ba916,41.889906,-87.634266,31
Leavitt St & Division St,658,a3b486f2-a135-11e9-9cda-0a87ae2ba916,41.902997,-87.683825,15
Lawndale Ave & 111th St,20203,0eeb6baf-c653-4a1a-af17-99f686116b89,41.69131919221066,-87.71288573741913,15
Kingsbury St & Erie St,13265,a3a4cb42-a135-11e9-9cda-0a87ae2ba916,41.8939139,-87.6417358,23
